title,license,access_level,keywords,last_validation_date,update_frequency,last_update_date,last_update_location,over_due_frequency_ratio,num_hosted_data_files,num_linked_data_files,num_supporting_files,organization,groups,as_of
Meat inspector certification times,License Not Specified,restricted,"Agriculture and Food, Economy and Business, Government",2017-01-23,monthly,,,,0,0,0,Agriculture Food and Rural Affairs,,2020-09-10
Meat inspector work schedules and hours,License Not Specified,restricted,"Agriculture and Food, Economy and Business, Government",2017-01-23,other,,,,0,0,0,Agriculture Food and Rural Affairs,,2020-09-10
Meat plant compliance verification audits,License Not Specified,under_review,"Agriculture and Food, Economy and Business, Government",2017-01-23,yearly,,,,0,0,0,Agriculture Food and Rural Affairs,,2020-09-10
Meat plant inspections,License Not Specified,under_review,"Agriculture and Food, Economy and Business, Government",2017-01-23,other,,,,0,0,0,Agriculture Food and Rural Affairs,,2020-09-10
Meat plant protocols approved by a regional veterinarian,License Not Specified,restricted,"Agriculture and Food, Economy and Business, Government",2017-01-23,as_required,,,,0,0,0,Agriculture Food and Rural Affairs,,2020-09-10
MEDG Facebook account monthly performance metrics,License Not Specified,under_review,"Economy and Business, Government",2017-01-20,other,,,,0,0,0,"Economic Development, Job Creation and Trade",,2020-09-10
MEDG Twitter monthly performance metrics,License Not Specified,under_review,"Economy and Business, Government",2017-01-20,other,,,,0,0,0,"Economic Development, Job Creation and Trade",,2020-09-10
Media contact data - West Region,License Not Specified,under_review,"Infrastructure and Transportation, Government",2017-04-03,as_required,,,,0,0,0,Transportation,,2020-09-10
Media contact list - Windsor border initiatives implementation group,License Not Specified,under_review,"Infrastructure and Transportation, Government",2017-04-03,as_required,,,,0,0,0,Transportation,,2020-09-10
Medical Claims Electronic Data Transfer (MCEDT) and Health Card Validation (HCV) conformance testing,License Not Specified,under_review,"Health, Health and wellness",2018-08-07,other,,,,0,0,0,Health,,2020-09-10
Medical liability reimbursement schedule,License Not Specified,under_review,"Health, Health and wellness",2018-08-07,yearly,,,,0,0,0,Health,,2020-09-10
Medical Trainee Database (MTD),License Not Specified,restricted,"Health, Education and training",2017-01-13,other,,,,0,0,0,Health,,2020-09-10
Mental Health and Addiction Organization (MHAO) locations,Open Government Licence – Ontario,open,"Housing Communities and Social Support, Health, Health and wellness",2020-04-05,other,2020-04-05,external_link,,0,1,0,Health,2019 Novel Coronavirus,2020-09-10
Microloans for women,Open Government Licence – Ontario,open,"Housing Communities and Social Support, Economy and Business, Jobs and employment",2015-04-30,yearly,2015-04-30,external_link,4.367123287671233,0,2,0,Women's Issues,,2020-09-10
Midwifery clinic locations,Open Government Licence – Ontario,open,"Housing Communities and Social Support, Health, Health and wellness",2020-04-05,yearly,2020-04-05,external_link,,0,1,0,Health,2019 Novel Coronavirus,2020-09-10
Migratory bird nesting database - West Region,License Not Specified,restricted,"Environment and Natural Resources, Infrastructure and Transportation, Environment and energy",2017-04-03,as_required,,,,0,0,0,Transportation,,2020-09-10
Mineral Deposit Inventory of Ontario,Ministry Terms of Use,open,"Economy and Business, Environment and Natural Resources, Rural and north",2020-09-01,monthly,2020-09-01,external_link,,0,1,0,"Energy, Northern Development and Mines",,2020-09-10
Minimum Market Rent for Municipal Non-Profits (Section 95),License Not Specified,under_review,"Housing Communities and Social Support, Economy and Business, Government",2017-01-06,yearly,,,,0,0,0,Municipal Affairs and Housing,,2020-09-10
Mining Act Awareness Program,License Not Specified,restricted,"Economy and Business, Environment and Natural Resources, Government",2016-10-13,other,,,,0,0,0,"Energy, Northern Development and Mines",,2020-09-10
Mining Claims Information database,License Not Specified,under_review,"Economy and Business, Environment and Natural Resources, Environment and energy",2016-10-14,other,,,,0,0,0,"Energy, Northern Development and Mines",,2020-09-10
Mining land tax exemption tracking log,License Not Specified,restricted,"Economy and Business, Environment and Natural Resources, Taxes and benefits",2016-10-13,as_required,,,,0,0,0,"Energy, Northern Development and Mines",,2020-09-10
Minister of Labour approved list of arbitrators,License Not Specified,under_review,"Education and Training, Economy and Business, Government",2016-08-03,as_required,,,,0,0,0,Labour,,2020-09-10
Ministerial responsibility for public statutes,License Not Specified,under_review,"Justice and Public Safety, Government",2016-10-14,as_required,,,,0,0,0,Attorney General,,2020-09-10
Minister’s rulings tracker,License Not Specified,restricted,"Housing Communities and Social Support, Infrastructure and Transportation, Government",2017-01-05,as_required,,,,0,0,0,Municipal Affairs and Housing,,2020-09-10
Minister’s Zoning Order boundaries,License Not Specified,under_review,"Justice and Public Safety, Housing Communities and Social Support, Government and Finance, Government",2017-01-05,as_required,,,,0,0,0,Municipal Affairs and Housing,,2020-09-10
Ministry audit results for common service standards,License Not Specified,under_review,"Economy and Business, Environment and Natural Resources, Government",2016-10-13,yearly,,,,0,0,0,"Energy, Northern Development and Mines",,2020-09-10
Ministry data submission schedule,License Not Specified,under_review,"Education and Training, Government",2017-02-22,yearly,,,,0,0,0,Education,,2020-09-10
Ministry defined courses,Open Government Licence – Ontario,open,"Education and Training, Education and training",2020-08-24,yearly,2020-08-24,hosted,,4,0,0,Education,,2020-09-10
Ministry enrolment projections,License Not Specified,under_review,"Education and Training, Education and training",2017-02-22,yearly,,,,0,0,0,Education,,2020-09-10
Ministry land use plan areas (LUPLMNR),License Not Specified,under_review,"Economy and Business, Environment and Natural Resources, Government",2016-08-22,as_required,,,,0,0,0,Natural Resources and Forestry,,2020-09-10
Ministry names and short forms,License Not Specified,under_review,"Justice and Public Safety, Government and Finance, Government",2016-10-14,as_required,,,,0,0,0,Attorney General,,2020-09-10
Ministry of Children and Youth Services expenditures for First Nations child protection (CP) youth at risk (CYR),Open Government Licence – Ontario,open,"Housing Communities and Social Support, Government",2015-04-30,other,2015-04-30,external_link,,0,3,0,"Children, Community and Social Services",,2020-09-10
Ministry of Children and Youth Services (MCYS) employee survey results,Open Government Licence – Ontario,open,"Housing Communities and Social Support, Government",2016-04-01,as_required,2016-04-01,external_link,,0,3,0,"Children, Community and Social Services",,2020-09-10
Ministry of Children and Youth Services (MCYS) privacy breaches,Open Government Licence – Ontario,open,"Housing Communities and Social Support, Government",2016-04-01,as_required,2016-04-01,external_link,,0,2,0,"Children, Community and Social Services",,2020-09-10
Ministry of Children and Youth Services minor capital investments ,Open Government Licence – Ontario,open,"Housing Communities and Social Support, Government",2016-04-05,yearly,2016-04-05,external_link,3.4356164383561643,0,3,0,"Children, Community and Social Services",,2020-09-10
Ministry of Children and Youth Services regional boundaries,Open Government Licence – Ontario,open,"Housing Communities and Social Support, Government",2015-04-30,as_required,2015-04-30,external_link,,0,1,0,"Children, Community and Social Services",,2020-09-10
Ministry of Children and Youth Services regions ,Open Government Licence – Ontario,open,"Housing Communities and Social Support, Government",2015-04-30,as_required,2015-04-30,external_link,,0,2,0,"Children, Community and Social Services",,2020-09-10
Ministry of Children and Youth Services staff survey,Open Government Licence – Ontario,open,"Housing Communities and Social Support, Government",2016-12-21,as_required,2016-12-21,external_link,,0,2,0,"Children, Community and Social Services",,2020-09-10
Ministry of Children and Youth Services Student Nutrition Program sites,Open Government Licence – Ontario,open,"Housing Communities and Social Support, Health and wellness",2017-12-20,as_required,2017-12-20,external_link,,0,3,0,"Children, Community and Social Services",,2020-09-10
Ministry of Children and Youth Services transfer payment agency risk assessment,License Not Specified,under_review,"Housing Communities and Social Support, Government",2016-12-21,yearly,,,,0,0,0,"Children, Community and Social Services",,2020-09-10
Ministry of Community and Social Services and Ministry of Children and Youth Services North Region geographic information system (GIS) mapping shape files,License Not Specified,under_review,"Housing Communities and Social Support, Government",2016-10-14,as_required,,,,0,0,0,"Children, Community and Social Services",,2020-09-10
Ministry of Community and Social Services annual report to the Information and Privacy Commissioner,License Not Specified,under_review,"Housing Communities and Social Support, Government",2016-10-21,yearly,,,,0,0,0,"Children, Community and Social Services",,2020-09-10
Ministry of Community and Social Services - Broader Public Sector Accountability Act (BPSAA) attestation,License Not Specified,under_review,"Housing Communities and Social Support, Government",2016-10-14,yearly,,,,0,0,0,"Children, Community and Social Services",,2020-09-10
"Ministry of Community and Social Services, critical infrastructure",License Not Specified,restricted,"Housing Communities and Social Support, Infrastructure and Transportation, Government",2016-10-21,yearly,,,,0,0,0,"Children, Community and Social Services",,2020-09-10
Ministry of Community and Social Services privacy breaches and complaints,License Not Specified,under_review,"Housing Communities and Social Support, Government",2016-10-21,yearly,,,,0,0,0,"Children, Community and Social Services",,2020-09-10
Ministry of Community and Social Services regions and other geographies postal code mapping,License Not Specified,restricted,"Housing Communities and Social Support, Government",2016-10-13,other,,,,0,0,0,"Children, Community and Social Services",,2020-09-10
Ministry of Community and Social Services transfer payment (TP) service costing database,License Not Specified,restricted,"Housing Communities and Social Support, Government",2016-10-13,other,,,,0,0,0,"Children, Community and Social Services",,2020-09-10
Ministry of Community and Social Services/Ministry of Children and Youth Services information technology service management,License Not Specified,under_review,"Housing Communities and Social Support, Government",2016-12-22,other,,,,0,0,0,"Children, Community and Social Services",,2020-09-10
